,name,role,team,minutes_played,matchesPlayed,matchesPlayed,matchesPlayed,matchesPlayed,matchesPlayedTeam,matchesPlayedTeam,matchesPlayedTeam,matchesPlayedTeam,mapsPlayed,mapsPlayed,mapsPlayed,mapsPlayed,mapsPlayedTeam,mapsPlayedTeam,mapsPlayedTeam,mapsPlayedTeam,points10m,totalPoints,eliminations_avg_per_10m,healing_avg_per_10m,hero_damage_avg_per_10m,ultimates_earned_avg_per_10m,deaths_avg_per_10m,final_blows_avg_per_10m,player,fantasyTeam
97,PROFIT,offense,LDN,261.1082281599442,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,22.79016482585618,595.069955715239,19.30234077844802,3604.939195495626,9534.055241136546,5.400059622542005,3.6000397483613367,5.361761327346671,PROFIT,Dragonbeard
98,BENBEST,tank,PAR,151.93836767077445,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,15.3809683873947,233.6959229976535,15.532613889295778,0.0,7614.661442746811,4.73876355944617,7.042329178621392,4.343866596158989,FreeAgent,FreeAgent
99,FINNSI,tank,PAR,151.93838093578816,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,17.5659127313903,266.893634006679,21.390250310574963,0.0,6870.787576102819,4.080601597709686,3.75152082370084,6.120902396564528,FreeAgent,FreeAgent
100,HYP,support,PAR,151.9221842944622,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,25.470973156158642,386.96058779892326,17.179847776156144,9931.78597204728,6949.263296033288,4.541798837374612,5.52914641071692,4.67344518048692,HYP,Not another
101,KRUISE,support,PAR,151.93838704824446,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,18.09852897211423,274.98612999689584,14.808634234649109,5455.960643005104,5238.251211784571,3.4882560641617903,5.528556780935668,3.0933591512378147,FreeAgent,FreeAgent
102,NICOGDH,offense,PAR,151.9221842944622,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,22.99999572899941,349.4209589912891,17.50896363393691,8947.08340513482,5298.430506896131,4.936737866711535,6.0557317831661495,3.225335406251536,FreeAgent,FreeAgent
103,SOON,offense,PAR,151.9221842944622,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,19.80430519062806,300.87133029943703,20.207713667739217,54.55936062931458,9645.888996129137,4.344329322706151,6.121554954722304,5.331676896048458,SOON,Not another
104,BIGG00SE,support,GLA,297.3670358270407,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,16.440183313833913,488.8768580487966,13.518647044449727,4876.960863967425,4803.898927641626,3.362847523494957,5.010642810007486,2.5557641178561674,BIGG00SE,MattyIce
105,DECAY,offense,GLA,105.65294556717078,2,2,2,2,5,5,5,5,8,8,8,8,21,21,21,21,20.985125699338553,221.71403432324527,19.403150465849297,1.284938991633694,11282.265527422274,4.543176694442762,5.111073781248107,6.720115527196585,FreeAgent,FreeAgent
106,HYDRATION,offense,GLA,297.367153425018,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,22.204384031047233,660.2854472868443,15.26732171898997,9203.882744214156,5366.840427338093,5.111526214287391,5.649581605265012,3.0601900361852143,HYDRATION,Dragonbeard
107,ROAR,tank,GLA,297.367153425018,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,15.04784826605437,447.47358040481805,14.392981708651337,0.0,7851.3574117287,4.80887005686248,6.42303622979534,4.338071589757062,ROAR,Dragonbeard
108,SHAZ,support,GLA,297.3346234291792,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,26.175057894440307,778.2750982280373,14.428188518791238,10876.65238734835,8084.311247696341,5.280246147902622,4.237649774749874,3.665903376569336,SHAZ,Jyeran
109,SUREFOUR,offense,GLA,191.6817070265611,3,3,3,3,5,5,5,5,13,13,13,13,21,21,21,21,18.514254740394154,354.88439529633524,17.007361060011146,33.44330133530213,9977.13090905328,4.747453547426424,4.5387742706164715,4.956132824236377,SUREFOUR,Jyeran
110,VOID,tank,GLA,297.3832850952943,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,17.19992237524138,511.49694193333386,19.032676964968942,0.6395577684752062,7682.944334988433,2.017598264837697,3.3290371369822003,4.976742386599653,VOID,Bobble
111,BOOMBOX,support,PHI,173.25081990261873,3,3,3,3,5,5,5,5,13,13,13,13,21,21,21,21,25.560679928833654,442.840875493884,18.758929982708125,8423.327376514284,7757.887560965309,5.194780610596096,4.963901472347381,4.675302549536486,BOOMBOX,Cougum
112,CARPE,offense,PHI,277.3638442973296,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,20.437322021617074,566.8574203058183,20.766946083374055,8.80205128767635,10045.04692864237,4.362500826542119,4.759091810773221,7.751551055426079,CARPE,Cougum
113,ELK,support,PHI,104.09677214523157,2,2,2,2,5,5,5,5,8,8,8,8,21,21,21,21,20.898787238665406,217.5496293295026,13.064766293642453,7953.259430291814,6413.144661552364,4.2268361538254995,5.475674108364852,4.034707237742523,FreeAgent,FreeAgent
114,EQO,offense,PHI,277.33137580653033,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,23.431976788249628,649.8422360551953,18.678016452107567,8426.927377840555,5666.04118435529,4.363011565067597,5.012054607804926,3.75002646914901,EQO,Bobble
115,NEPTUNO,support,PHI,277.3475920478503,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,17.00084204063086,471.5142602754831,15.143452189321266,4673.288834563375,4755.827111406855,3.1729137920482655,4.651203172434389,2.920522922226244,NEPTUNO,MattyIce
116,POKO,tank,PHI,270.4855675369501,5,5,5,5,5,5,5,5,20,20,20,20,21,21,21,21,15.871039247131218,429.2887058161497,18.30042188599877,7.017654330498781,6713.810649801336,4.140701517640125,3.697054926464398,5.101935798520869,POKO,Bobble
117,SADO,tank,PHI,277.33137580653033,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,16.014086385746047,444.1208609643578,17.271756526176688,0.0,7378.208122657705,4.002432096880193,6.598604267829508,4.975996660986185,SADO,Bobble
118,SNILLO,offense,PHI,6.86202451090018,1,1,1,1,5,5,5,5,1,1,1,1,21,21,21,21,17.19572195794632,11.799746555805207,13.115662856790575,6369.452282835083,4268.438246715948,2.914591745953461,7.286479364883652,2.914591745953461,FreeAgent,FreeAgent
119,BUMPER,tank,VAN,210.12053214510283,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17.205535070606928,361.5236184877157,16.895064769531796,0.0,8758.002685841031,5.139907028477278,6.139333395125638,5.615824345928878,BUMPER,Dragonbeard
120,HAKSAL,offense,VAN,210.10429745217164,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,24.73903315571111,519.7777180826663,18.990568248173446,9515.248405374281,5728.500626250107,5.14030418747552,3.9980143680365154,4.807136323472477,HAKSAL,Not another
121,JJANU,tank,VAN,210.1204815864563,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17.45755305811457,366.81894558921465,21.035550492879224,0.09661190678599633,6939.681199768171,1.8560779846658138,2.807912848597,5.758600926783678,JJANU,Not another
122,RAPEL,support,VAN,12.87898280620575,1,1,1,1,4,4,4,4,1,1,1,1,17,17,17,17,24.988702571362893,32.18290707659721,13.199800213886872,9457.573122288137,8931.229342131322,5.435211852776947,6.211670688887939,4.658753016665955,FreeAgent,FreeAgent
123,SEOMINSOO,offense,VAN,186.43675216436387,4,4,4,4,4,4,4,4,15,15,15,15,17,17,17,17,22.404164611036556,417.69596850374336,20.650434827387546,0.0,12078.947197342784,5.202836826640499,3.218249583488968,7.348336548966477,SEOMINSOO,MattyIce
124,SLIME,support,VAN,210.12053214510283,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,18.63262249154669,391.50965531826023,15.324537621941516,6546.284777054501,4424.068903521429,3.283829490416039,2.9030956364547595,2.4747700507483197,FreeAgent,FreeAgent
125,STITCH,offense,VAN,23.683779980738958,2,2,2,2,4,4,4,4,2,2,2,2,17,17,17,17,11.492093972364884,27.21762251594663,9.28905775087072,0.0,6847.565096929524,3.377839182134807,6.755678364269614,4.64452887543536,FreeAgent,FreeAgent
126,TWILIGHT,support,VAN,197.22531464596588,4,4,4,4,4,4,4,4,16,16,16,16,17,17,17,17,24.98020310696945,492.67284176921845,15.870173692553529,9422.418055990216,7622.69820470247,5.070343032764706,3.9041641352288234,4.259088147522353,TWILIGHT,Jyeran
127,CHARA,support,GZC,286.00275849401953,5,5,5,5,5,5,5,5,23,23,23,23,23,23,23,23,16.94861702377697,484.73512214589124,13.531338020576902,5082.024707172895,5100.923306315621,3.041928702300234,3.9160461454899558,2.4125641432036335,FreeAgent,FreeAgent
128,EILEEN,offense,GZC,142.1727704713742,5,5,5,5,5,5,5,5,12,12,12,12,23,23,23,23,18.629195832513762,264.856438316226,17.232554390527934,3486.9623906109705,6525.956246638824,4.853250012026235,3.6575217481936844,5.134597838810365,FreeAgent,FreeAgent
129,HAPPY,offense,GZC,286.0189708560705,5,5,5,5,5,5,5,5,23,23,23,23,23,23,23,23,19.341034155218125,553.1902684367597,17.166693472478766,1071.6317163730484,9686.055702605694,4.51019034205654,4.090637752097791,5.768848111932783,HAPPY,Cougum
130,HOTBA,tank,GZC,285.9864796717962,5,5,5,5,5,5,5,5,23,23,23,23,23,23,23,23,15.413317539377289,440.8000423150063,17.693144115788122,5.7028061166679045,6561.04267536656,2.9721684779485975,3.2169352937796587,5.4548033242350735,HOTBA,Overdrive
131,KYB,offense,GZC,98.48884013394515,4,4,4,4,5,5,5,5,11,11,11,11,23,23,23,23,18.692971671620896,184.10490985946356,14.519411519672637,7199.7609983914845,4233.504913393092,4.264442544239516,3.2490990813253458,3.3506334276167626,FreeAgent,FreeAgent
132,RIO,tank,GZC,285.97023213605087,5,5,5,5,5,5,5,5,23,23,23,23,23,23,23,23,15.96470713493065,456.5431005360186,16.61012044687287,0.0,7659.646911494216,4.720771074374396,4.720771074374396,5.490081916124296,FreeAgent,FreeAgent
133,SHU,support,GZC,286.00271246929964,5,5,5,5,5,5,5,5,23,23,23,23,23,23,23,23,25.0693786781388,716.9910301867723,15.244610662453121,10079.963478194672,7367.109868717571,5.104846689720541,3.356611522008027,4.125834995801533,SHU,Not another
134,COMA,support,SHD,265.0939387579759,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,15.907634394535213,421.7017457969189,13.278311893859149,5456.198225728403,3812.2802218772363,2.904630726781689,3.847692651061458,2.3765160491850184,FreeAgent,FreeAgent
135,DDING,offense,SHD,247.85001337230204,5,5,5,5,5,5,5,5,19,19,19,19,21,21,21,21,18.12714726277013,449.2813691479265,18.76134657703291,1059.2116560371949,7687.262318216482,4.59955593501452,3.147064587115198,5.48718953650855,FreeAgent,FreeAgent
136,DIEM,offense,SHD,265.1264225790898,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,19.928863437090786,528.3668269143104,19.83959180240095,28.69503479372512,9980.372501096588,4.790167602480837,4.601578326792615,7.619006737804166,FreeAgent,FreeAgent
137,GAMSU,tank,SHD,211.40346114337444,4,4,4,4,5,5,5,5,17,17,17,17,21,21,21,21,15.536351759760892,328.4438535554409,16.981746564524084,0.0,7045.47847749885,4.162656539493369,6.527802300569148,5.912864402689445,GAMSU,Overdrive
138,GEGURI,tank,SHD,91.94245844384035,3,3,3,3,5,5,5,5,8,8,8,8,21,21,21,21,14.526656581397887,133.5616519063115,16.858370183202794,0.0,6097.4714897964905,3.589201393843175,5.438183930065417,4.241783465451025,FreeAgent,FreeAgent
139,LUFFY,support,SHD,265.0777355949084,5,5,5,5,5,5,5,5,21,21,21,21,21,21,21,21,24.674171643634224,654.0573546974659,16.22165660329639,8736.583338204593,7826.760003781435,4.526973935803643,4.640148284198735,3.9233774110298243,FreeAgent,FreeAgent
140,YOUNGJIN,offense,SHD,244.0535992662112,5,5,5,5,5,5,5,5,19,19,19,19,21,21,21,21,21.845336264672547,533.1432942574024,18.151750325828225,7176.785509134142,5592.675592624291,4.3842828100758915,5.1628003184071245,4.835003472793974,FreeAgent,FreeAgent
141,DACO,tank,ATL,177.01879794299603,4,4,4,4,4,4,4,4,14,14,14,14,17,17,17,17,18.976114629884208,335.9129001410604,23.387346700507884,0.4369592239106768,7282.004320406355,2.203155848598569,2.8245587802545753,6.1575381409549745,DACO,Dragonbeard
142,DAFRAN,offense,ATL,216.35687722861766,4,4,4,4,4,4,4,4,16,16,16,16,17,17,17,17,22.308614622911115,482.66221951097253,22.832646058114683,35.294798325714865,10856.996795528057,4.991752579506854,5.315292098548965,8.504467357678344,DAFRAN,Cougum
143,DOGMAN,support,ATL,152.83280785779158,4,4,4,4,4,4,4,4,12,12,12,12,17,17,17,17,24.55134892081666,375.22515922647716,19.367569316361912,7799.880381205911,7067.683881429794,4.449306464569628,5.299909171031469,6.019649922653026,FreeAgent,FreeAgent
144,ERSTER,offense,ATL,191.43941452503205,4,4,4,4,4,4,4,4,15,15,15,15,17,17,17,17,24.972462047750653,478.07135136699685,23.976253852363435,6340.036513014144,6644.298608554791,4.857933787080173,3.9699243851407866,6.1115941192298955,FreeAgent,FreeAgent
145,GATOR,tank,ATL,11.907090245683987,1,1,1,1,4,4,4,4,1,1,1,1,17,17,17,17,13.41997305634011,15.979283027648924,13.437371910236077,0.0,6701.287101222071,4.199178721948774,5.878850210728284,5.878850210728284,FreeAgent,FreeAgent
146,KODAK,support,ATL,70.9701376914978,3,3,3,3,4,4,4,4,5,5,5,5,17,17,17,17,25.075513462892886,177.9612643146515,15.076763760149582,9958.510804350484,7578.62077846761,5.072556031452197,5.072556031452197,4.227130026210164,FreeAgent,FreeAgent
147,MASAA,support,ATL,223.80298359493415,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,19.70958228575128,441.1063320960999,17.560087613098993,5857.394653503506,5072.143825698278,3.6192546988829983,4.289487050527998,3.3064796014486655,FreeAgent,FreeAgent
148,NLAAER,offense,ATL,86.64247761468093,4,4,4,4,4,4,4,4,6,6,6,6,17,17,17,17,18.107106295017203,156.88445518326762,13.965436276893524,6028.624749305699,5095.763407264741,4.501256320651631,6.23250875167149,4.039589005713003,FreeAgent,FreeAgent
149,POKPO,tank,ATL,211.94451505641143,4,4,4,4,4,4,4,4,16,16,16,16,17,17,17,17,18.104391417481907,383.712645936966,19.53341419992913,0.0,8337.68431751734,4.7653981502242555,5.756223508191676,5.14285542944994,POKPO,MattyIce
150,FISSURE,tank,SEO,225.95490030845005,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,16.816563433157246,379.97849140697724,17.215824904393656,0.0,8208.650980960418,4.469918548441541,5.53207741143755,5.62059065002055,FISSURE,Not another
151,FLETA,offense,SEO,225.93860875964165,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,21.767445999594315,491.81064653989665,20.536552054882,792.7372417373717,10706.432730415943,4.293201614921454,4.248941804458346,7.258608915949674,FLETA,Jyeran
152,JECSE,support,SEO,225.95491322974365,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,16.454082502437938,371.78807841134073,14.250630596936869,5492.833973622305,3835.9332303471965,3.053706556486472,4.071608741981962,2.0800609877516547,JECSE,Bobble
153,MICHELLE,tank,SEO,225.93863187432288,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,17.909304833319574,404.64038318604224,20.448030342017162,24.49241532563984,7660.797246985356,2.257250102690206,2.8326275798465335,5.443956130017556,MICHELLE,Not another
154,MUNCHKIN,offense,SEO,225.9710230698188,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,22.83012733794211,515.8947231369018,17.789891577195412,8037.486645143898,5897.694904200508,5.0448946263688486,4.6466134716555185,4.0270650087681155,MUNCHKIN,MattyIce
155,RYUJEHONG,support,SEO,225.93866614699363,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,25.07845936301829,566.6193657501935,15.800748322013156,10373.881642041619,6804.203559970093,5.089876910452417,4.470239721353862,3.62930353614868,RYUJEHONG,Dragonbeard
