,deaths_avg_per_10m,eliminations_avg_per_10m,final_blows_avg_per_10m,healing_avg_per_10m,hero_damage_avg_per_10m,name,playerId,role,team,teamId,time_played_total,ultimates_earned_avg_per_10m,Fantasy Team,points10m,minutes_played,totalPoints
134,5.456668609409957,15.785362762935948,4.872025544116033,2.9261384228501535,5310.384033736762,XEPHER,4640,tank,FLA,4407,3078.801591694355,3.118096348234261,FreeAgent,13.205991553627587,51.313359861572586,67.76437969201805
80,5.501314085267172,16.76590959319519,5.501314085267172,311.5143484963604,8844.654133987742,LATEYOUNG,8786,tank,CDH,7692,2290.3618671298027,4.453444735692472,FreeAgent,17.539123279081696,38.17269778549671,66.95156523549556
106,3.7837525319348613,9.313852386301196,1.7463473224314745,9302.048994306335,5520.743092165032,REVENGE,8715,support,HZS,7693,2061.44559776783,4.365868306078687,Not Another...,19.479718279621963,34.35742662946383,66.92729915547369
43,3.917389447174026,20.278251255959667,3.45652010044767,0.0,5279.581239466168,FINNSI,5864,tank,PAR,7694,2603.77481931448,4.378258793900382,FreeAgent,15.418706867446001,43.39624698857467,66.9114011464119
55,6.154742054627896,13.786622202366486,3.6928452327767376,0.0,8669.076063758588,GUXUE,8741,tank,HZS,7693,2437.1451909542084,5.169983325887432,FreeAgent,15.562387164941832,40.619086515903476,63.21299506467581
129,7.597949503403532,13.247706826447184,5.454938105007664,0.0,5499.032139306386,SWON,8705,tank,FLA,4407,3079.778299331665,3.117107488575808,FreeAgent,12.122885552529977,51.32963832219442,62.22633308327198
120,4.163572915120843,16.931863188158097,6.384145136518626,0.0,7689.635612104898,SMURF,7831,tank,SFS,4404,2161.6049925088882,4.7187159704702895,FreeAgent,16.155567206183946,36.026749875148134,58.203257882833476
52,4.775924737704012,6.980197693567404,2.2042729558633907,9441.356772598854,8077.131254924551,GIDO,4413,support,WAS,7697,1633.1915656924248,4.408545911726781,Bobble,21.008586874307106,27.21985942820708,57.185078150391575
14,6.221736180805806,12.904341708337967,3.6869547738108475,0.0,6641.474946376715,BENBEST,8708,tank,PAR,7694,2603.77481931448,4.378258793900382,FreeAgent,13.093645800545698,43.39624698857467,56.821508714139455
48,7.2883178453995745,13.636207581715334,4.937247572690034,0.0,5899.283007836364,GAMSU,4606,tank,SHD,4408,2552.029205441475,3.2914983817933563,Overdrive,12.717386798694031,42.53382009069125,54.09190421193839
54,4.738237733654189,22.829690898515636,6.0304843882871495,71.45600549784706,9899.840605272067,GUARD,8789,offense,LDN,4410,1392.9229327440262,5.599735503409495,FreeAgent,21.386142060027733,23.215382212400435,49.648746197223666
123,4.058321498208988,26.153627432902372,7.665718385505866,14.772289550373133,7619.035630733946,SPREE,4094,tank,HOU,4525,1330.5993629097939,6.312944552769537,PopeRonPaul,20.710621636735507,22.176656048496564,45.929233258843425
5,4.711050298482453,13.045985441951409,1.8119424224932512,4990.147961771174,4793.2680941414355,ALEMAO,8672,support,BOS,4402,1655.6817494630814,3.261496360487852,FreeAgent,16.306408776888315,27.59469582438469,44.997039018630986
77,3.3200161854295622,23.24011329800694,7.746704432668979,0.0,12447.654309006492,KSF,5865,offense,VAL,4405,1084.332063138485,5.533360309049272,FreeAgent,24.06771095800996,18.07220105230808,43.495651130199434
103,6.479556727048411,16.198891817621025,5.091080285538037,5306.9967837177055,6686.631183975819,RASCAL,4658,offense,SFS,4404,1296.384977221489,3.702603844027663,Overdrive,20.093073876504036,21.606416287024818,43.413931866168966
0,4.408545911726781,6.245440041612939,1.469515303908927,8840.479838850568,3721.2685282052153,ADO,5197,offense,WAS,7697,1633.1915656924248,4.775924737704012,FreeAgent,15.684468387862253,27.21985942820708,42.69290247237682
28,5.878061215635708,9.184470649430793,3.3064094337950856,0.0,8686.4352859922,COREY,8784,offense,WAS,7697,1633.1915656924248,4.408545911726781,FreeAgent,13.278670610707596,27.21985942820708,36.14435474169254
93,3.567205509245488,12.485219282359207,3.567205509245488,0.0,5643.005732098969,NEVIX,4626,tank,SFS,4404,1681.9888802170753,3.210484958320939,Dragonbeard,11.885615373278572,28.03314800361792,33.31912148731947
10,6.037391529134996,9.532723467055256,5.401876631331311,19.808988427931236,5424.438186906416,BACONJACK,8896,offense,CDH,7692,1888.232682108879,3.4953319379202608,FreeAgent,10.210608908861975,31.470544701814653,32.13334240990877
113,4.775924737704012,8.44971299747633,1.469515303908927,0.0,4324.222341728125,SANSAM,8730,tank,WAS,7697,1633.1915656924248,2.2042729558633907,FreeAgent,8.54907884046629,27.21985942820708,23.2704724278152
126,6.258913555464823,14.864919694228956,6.258913555464823,0.0,8185.081081347903,STRIKER,4610,offense,SFS,4404,766.9062621593475,3.1294567777324116,MattyIce,15.61754092846238,12.781771035989125,19.961983229279515
61,5.407368121090068,6.759210151362586,1.351842030272517,7124.443203136456,2819.153340573449,HYEONU,8782,support,WAS,7697,887.6776821017265,3.379605075681293,FreeAgent,13.323201619391197,14.794628035028776,19.71118121945858
67,6.984367753821403,4.77877793682517,2.573188119828938,0.0,4450.051816044352,JANUS,4648,tank,WAS,7697,1632.2164584994316,2.573188119828938,MattyIce,6.8394407844569365,27.203607641657193,18.60574635887146
41,4.029341610470115,1.611736644188046,0.0,7973.971666240652,5034.532229150951,FAHZIX,8684,support,WAS,7697,744.5385102629662,3.223473288376092,FreeAgent,13.814372217485626,12.408975171049436,17.142220185041428
49,5.878850210728284,13.437371910236077,5.878850210728284,0.0,6701.287101222071,GATOR,8712,tank,ATL,7698,714.4254147410393,4.199178721948774,FreeAgent,13.41997305634011,11.907090245683987,15.979283027648924
125,6.6049916651505844,9.540543516328622,5.871103702356075,0.0,6357.008120551668,STITCH,8747,offense,VAN,7696,817.5634843707085,2.9355518511780376,FreeAgent,11.127279878715978,13.626058072845142,15.162096182018516
