,name,role,teamName,abbrev,contest,game,tag,hero,points,eliminations,damage,healing,deaths,matchesPlayed,matchesPlayedTeam,totalMapsPlayed,totalTeamMapsPlayed,player,fantasyTeam,percentPlayedTotal,playedMaps,totalMaps,percentPlay,main
0,TVIQ,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,2,S1W3,brigitte,10.415988759398461,7,2754.880789756775,4161.1079696416855,3,5,5,16,22,TVIQ,Bobble,0.7272727272727273,3,9,0.35,mei
1,TVIQ,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,2,S1W3,hanzo,0.125,0,125.0,0.0,0,5,5,16,22,TVIQ,Bobble,0.7272727272727273,3,9,0.35,mei
2,TVIQ,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,2,S1W3,mei,36.192082819432024,34,18197.026783436537,995.0560359954834,6,5,5,16,22,TVIQ,Bobble,0.7272727272727273,3,9,0.35,mei
3,TVIQ,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,4,S1W3,brigitte,19.173729764580727,12,4732.6549644470215,8441.074800133705,2,5,5,16,22,TVIQ,Bobble,0.7272727272727273,3,9,0.35,mei
4,TVIQ,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,4,S1W3,hanzo,0.247,0,247.0,0.0,0,5,5,16,22,TVIQ,Bobble,0.7272727272727273,3,9,0.35,mei
5,TVIQ,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,4,S1W3,mei,14.75002395528555,17,5937.7162455916405,312.3077096939087,2,5,5,16,22,TVIQ,Bobble,0.7272727272727273,3,9,0.35,mei
6,TVIQ,offense,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,4,S1W3,brigitte,27.716284107089045,22,5699.522762298584,11016.761344790459,1,5,5,16,22,TVIQ,Bobble,0.7272727272727273,3,9,0.35,mei
7,TVIQ,offense,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,4,S1W3,mei,15.162066685497761,10,9488.010342895985,674.0563426017761,4,5,5,16,22,TVIQ,Bobble,0.7272727272727273,3,9,0.35,mei
8,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,1,S1W2,brigitte,25.513469503283503,24,6886.710998535156,6626.758504748344,3,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
9,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,1,S1W2,tracer,1.087263926267624,1,587.2639262676239,0.0,1,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
10,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,brigitte,35.64148142576218,26,10472.334134101868,12169.147291660309,4,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
11,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,hanzo,0.11206249237060546,0,112.06249237060547,0.0,0,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
12,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,pharah,15.8938018989563,11,10393.801898956299,0.0,2,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
13,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,wreckingball,0.3638061790466309,0,363.80617904663086,0.0,1,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
14,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,3,S1W2,brigitte,40.2129371765852,26,10877.509949684143,16335.427226901054,11,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
15,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,3,S1W2,wreckingball,0.05,0,50.0,0.0,1,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
16,TVIQ,offense,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,4,S1W2,brigitte,23.06268120467663,17,6661.7343282699585,7900.94687640667,1,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
17,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,1,S1W2,brigitte,22.571127345204353,15,6118.19997549057,8952.927369713783,4,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
18,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,1,S1W2,pharah,0.19299683952331542,0,192.99683952331543,0.0,0,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
19,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,1,S1W2,tracer,3.787537521839142,3,2287.537521839142,0.0,5,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
20,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,1,S1W2,wreckingball,1.6028461256027222,2,602.8461256027222,0.0,0,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
21,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,2,S1W2,brigitte,18.27072730076313,14,5047.356796264648,6223.370504498482,5,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
22,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,2,S1W2,mei,24.034495453238485,23,12421.61130976677,112.88414347171783,2,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
23,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,3,S1W2,brigitte,6.529969066500664,1,2321.0,3708.9690665006638,4,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
24,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,3,S1W2,roadhog,2.35319366812706,1,1089.181471824646,764.0121963024139,2,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
25,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,4,S1W2,brigitte,44.98651809453964,41,11162.198791503906,13324.319303035736,4,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
26,TVIQ,offense,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,5,S1W2,tracer,20.427812896192073,20,10427.812896192074,0.0,4,5,5,16,22,TVIQ,Bobble,0.7272727272727273,9,9,1.0,brigitte
27,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,1,S1W1,brigitte,7.987187494874,4,3104.6643142700195,2882.523180603981,4,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
28,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,1,S1W1,pharah,0.7186122512817383,0,718.6122512817383,0.0,0,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
29,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,1,S1W1,tracer,2.1533931931257246,1,1653.3931931257248,0.0,1,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
30,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,1,S1W1,wreckingball,0.5539587993621826,0,553.9587993621826,0.0,2,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
31,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,2,S1W1,brigitte,25.420237980127332,15,8676.933709144592,9243.304270982742,6,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
32,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,2,S1W1,pharah,11.548661297798157,4,9548.661297798157,0.0,0,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
33,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,3,S1W1,brigitte,43.035969443440436,33,10469.48724937439,16066.482194066048,10,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
34,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,4,S1W1,brigitte,26.484399518489838,22,6440.727276802063,9043.672241687775,5,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
35,TVIQ,offense,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,4,S1W1,widowmaker,2.559905004501343,2,1559.9050045013428,0.0,1,5,5,16,22,TVIQ,Bobble,0.7272727272727273,4,4,1.0,brigitte
36,XEPHER,tank,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,2,S1W3,dva,6.621473061680794,2,5621.473061680794,0.0,4,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,3,9,0.35,zarya
37,XEPHER,tank,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,2,S1W3,zarya,41.46809369784594,39,21968.093697845936,0.0,8,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,3,9,0.35,zarya
38,XEPHER,tank,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,4,S1W3,dva,16.150424633681773,16,8150.424633681774,0.0,2,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,3,9,0.35,zarya
39,XEPHER,tank,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,4,S1W3,zarya,17.89720050227642,21,7397.200502276421,0.0,2,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,3,9,0.35,zarya
40,XEPHER,tank,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,4,S1W3,dva,27.842696870058774,26,14842.696870058775,0.0,1,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,3,9,0.35,zarya
41,XEPHER,tank,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,4,S1W3,zarya,15.294922474175692,10,10294.922474175692,0.0,2,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,3,9,0.35,zarya
42,XEPHER,tank,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,1,S1W2,dva,20.265267384558918,24,8265.267384558916,0.0,4,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
43,XEPHER,tank,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,dva,31.332890084147454,29,16832.890084147453,0.0,5,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
44,XEPHER,tank,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,reaper,9.140506449341775,7,4987.685668230057,652.8207811117172,2,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
45,XEPHER,tank,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,3,S1W2,dva,37.318997649729255,37,18818.997649729252,0.0,8,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
46,XEPHER,tank,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,4,S1W2,dva,19.109611400932074,18,10109.611400932074,0.0,2,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
47,XEPHER,tank,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,1,S1W2,dva,13.841303724586965,14,6841.303724586964,0.0,4,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
48,XEPHER,tank,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,1,S1W2,zarya,9.680283323109151,6,6680.28332310915,0.0,2,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
49,XEPHER,tank,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,2,S1W2,zarya,40.76643224912882,36,22766.43224912882,0.0,7,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
50,XEPHER,tank,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,3,S1W2,dva,3.3907658246159555,0,3390.7658246159554,0.0,4,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
51,XEPHER,tank,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,3,S1W2,tracer,0.0,0,0.0,0.0,1,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
52,XEPHER,tank,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,4,S1W2,dva,22.43710161280632,24,10437.10161280632,0.0,7,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
53,XEPHER,tank,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,4,S1W2,zarya,12.786873908340931,16,4786.873908340931,0.0,0,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,8,9,0.9,dva
54,XEPHER,tank,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,1,S1W1,dva,6.491006813526154,4,4491.006813526154,0.0,7,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,4,4,1.0,dva
55,XEPHER,tank,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,2,S1W1,dva,23.303166246145963,15,15803.166246145964,0.0,6,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,4,4,1.0,dva
56,XEPHER,tank,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,3,S1W1,dva,35.924373640328646,33,19409.358640938997,15.014999389648438,6,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,4,4,1.0,dva
57,XEPHER,tank,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,3,S1W1,tracer,4.23839123249054,6,1238.3912324905396,0.0,0,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,4,4,1.0,dva
58,XEPHER,tank,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,3,S1W1,zarya,4.901153246164322,3,3401.153246164322,0.0,1,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,4,4,1.0,dva
59,XEPHER,tank,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,4,S1W1,dva,22.816626080095766,20,12816.626080095768,0.0,8,5,5,15,22,XEPHER,Overdrive,0.6818181818181818,4,4,1.0,dva
60,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,1,S1W3,zenyatta,35.20541071987152,15,14507.540796279907,13197.869923591614,10,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
61,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,2,S1W3,ana,35.800948371768,22,4898.868427991867,19902.07994377613,7,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
62,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,2,S1W3,zenyatta,8.798481495141983,1,4250.846040725708,4047.635454416275,4,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
63,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,3,S1W3,ana,0.3228709107637405,0,0.0,322.87091076374054,1,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
64,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,3,S1W3,mercy,3.8192699030637742,0,240.0,3579.269903063774,3,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
65,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,3,S1W3,zenyatta,27.82797251224518,14,11491.965103387833,9336.007408857346,5,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
66,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,4,S1W3,ana,9.567317754745485,7,1914.3791581392288,4152.938596606255,1,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
67,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,4,S1W3,tracer,0.5348492796421052,1,34.8492796421051,0.0,0,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
68,HAGOPEUN,support,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,4,S1W3,zenyatta,19.209932416677475,10,7791.268272399902,6418.664144277573,5,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
69,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,1,S1W3,ana,8.606555134296418,4,2325.255938053131,4281.299196243286,4,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
70,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,1,S1W3,zenyatta,1.4070803439617157,0,1063.9999961853027,343.08034777641296,1,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
71,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,2,S1W3,zenyatta,42.00192737257481,24,16326.238306999207,13675.6890655756,2,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
72,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,3,S1W3,zenyatta,16.194910398244858,3,7321.189524650574,7373.720873594284,3,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
73,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,4,S1W3,ana,13.86246054506302,4,2212.4952697753906,9649.965275287628,1,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
74,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,4,S1W3,tracer,2.212651383638382,3,712.651383638382,0.0,0,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
75,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,4,S1W3,zenyatta,25.35300839614868,14,11624.665496826172,6728.34289932251,2,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
76,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,5,S1W3,ana,7.0775618242025375,0,1217.4105987548828,5860.151225447655,4,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
77,HAGOPEUN,support,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,5,S1W3,zenyatta,11.42020248901844,3,5219.387140274048,4700.815348744392,1,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
78,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,1,S1W2,ana,9.113181707262992,8,2425.0608739852905,2688.1208332777023,1,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
79,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,1,S1W2,tracer,0.24522028112411498,0,245.220281124115,0.0,0,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
80,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,1,S1W2,zenyatta,11.83351080787182,10,4670.143716812134,2163.3670910596848,5,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
81,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,ana,7.877644645571708,7,2193.637946128845,2184.0066994428635,2,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
82,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,moira,5.724333167850971,2,907.7980673909187,3816.5351004600525,2,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
83,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,2,S1W2,zenyatta,32.09210095691681,16,13307.307547569275,10784.793409347534,4,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
84,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,3,S1W2,ana,3.99995155274868,2,825.2009229660034,2174.7506297826767,4,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
85,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,3,S1W2,tracer,1.6287133301496506,3,128.71333014965057,0.0,0,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
86,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,3,S1W2,zenyatta,42.724215964198116,24,16119.413166046143,14604.80279815197,10,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
87,HAGOPEUN,support,Florida Mayhem,FLA,Philadelphia Fusion vs. Florida Mayhem,4,S1W2,zenyatta,24.31494423186779,14,10805.298080444336,6509.646151423454,2,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
88,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,1,S1W2,ana,10.53358499121666,2,2742.847484111786,6790.737507104874,7,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
89,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,1,S1W2,zenyatta,17.76536288881302,10,7070.350433349609,5695.012455463409,1,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
90,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,2,S1W2,ana,31.26831509232521,21,6402.145513534546,14366.169578790665,8,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
91,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,3,S1W2,ana,3.4694170628786085,0,953.5625166893005,2515.854546189308,3,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
92,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,3,S1W2,tracer,0.09166884207725524,0,91.66884207725525,0.0,0,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
93,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,3,S1W2,zenyatta,6.740293570876122,1,3269.471294403076,2970.8222764730453,4,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
94,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,4,S1W2,ana,13.282974844932557,8,2710.54496049881,6572.429884433746,5,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
95,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,4,S1W2,zenyatta,21.263786177515982,17,6382.436322212219,6381.349855303764,4,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
96,HAGOPEUN,support,Florida Mayhem,FLA,Florida Mayhem vs. Chengdu Hunters,5,S1W2,ana,18.293865883231163,13,5187.443254709244,6606.422628521919,5,5,5,22,22,HAGOPEUN,Bobble,1.0,9,9,1.0,zenyatta
97,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,1,S1W1,ana,2.3740226790905,0,571.420015335083,1802.6026637554169,2,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
98,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,1,S1W1,soldier76,0.27827073669433594,0,264.4121494293213,13.858587265014648,1,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
99,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,1,S1W1,zenyatta,10.556440656781197,3,5446.843101501465,3609.5975552797318,4,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
100,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,2,S1W1,zenyatta,36.2828738617897,11,17143.39609146118,13639.477770328522,4,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
101,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,3,S1W1,ana,20.60404711639881,20,4667.784981966019,5936.262134432793,4,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
102,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,3,S1W1,soldier76,0.42506915354728697,0,394.2408676147461,30.828285932540894,0,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
103,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,3,S1W1,zenyatta,37.04724557983875,20,17593.21421432495,9454.031365513802,2,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
104,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,4,S1W1,bastion,3.5099984817504883,1,2979.0234785079956,30.975003242492676,1,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
105,HAGOPEUN,support,Florida Mayhem,FLA,Atlanta Reign vs. Florida Mayhem,4,S1W1,zenyatta,33.082011068344116,18,15360.694833278656,8721.31623506546,6,5,5,22,22,HAGOPEUN,Bobble,1.0,4,4,1.0,zenyatta
106,APPLY,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,1,S1W3,brigitte,24.78232375395298,14,6153.68877696991,11628.63497698307,10,2,5,6,22,FreeAgent,FreeAgent,0.2727272727272727,6,9,0.65,brigitte
107,APPLY,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,1,S1W3,tracer,0.10113189536333084,0,101.13189536333084,0.0,1,2,5,6,22,FreeAgent,FreeAgent,0.2727272727272727,6,9,0.65,brigitte
108,APPLY,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,3,S1W3,brigitte,17.728108502030373,14,4116.07950592041,6612.0289961099625,7,2,5,6,22,FreeAgent,FreeAgent,0.2727272727272727,6,9,0.65,brigitte
109,APPLY,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,3,S1W3,genji,10.71710422039032,9,6217.10422039032,0.0,3,2,5,6,22,FreeAgent,FreeAgent,0.2727272727272727,6,9,0.65,brigitte
110,APPLY,offense,Florida Mayhem,FLA,Houston Outlaws vs. Florida Mayhem,3,S1W3,tracer,0.5807000008225441,1,80.7000008225441,0.0,1,2,5,6,22,FreeAgent,FreeAgent,0.2727272727272727,6,9,0.65,brigitte
111,APPLY,offense,Florida Mayhem,FLA,Guangzhou Charge vs. Florida Mayhem,1,S1W3,brigitte,1.9500410877466203,0,499.26197052001953,1450.7791172266006,2,2,5,6,22,FreeAgent,FreeAgent,0.2727272727272727,6,9,0.65,brigitte
