,player,match,game,Hero_name,damage,deaths,eliminations,healing,name,id_x,teamID,teamName,abbrev,points,id_y,tag
101,4490.0,21128.0,3.0,winston,1218.5798676609993,1,0,0.0,super,4490,4404,San Francisco Shock,SFS,1.2185798676609993,21128,S1W1
102,4144.0,21128.0,1.0,tracer,1160.1959118843079,1,0,0.0,Surefour,4144,4406,Los Angeles Gladiators,GLA,1.160195911884308,21128,S1W1
103,4610.0,21128.0,5.0,tracer,869.0182731151581,1,0,0.0,STRIKER,4610,4404,San Francisco Shock,SFS,0.8690182731151581,21128,S1W1
104,4645.0,21128.0,1.0,wreckingball,699.5852239131927,2,0,0.0,Hydration,4645,4406,Los Angeles Gladiators,GLA,0.6995852239131928,21128,S1W1
105,4144.0,21128.0,5.0,mccree,645.4236335754395,2,0,0.0,Surefour,4144,4406,Los Angeles Gladiators,GLA,0.6454236335754394,21128,S1W1
106,5809.0,21128.0,1.0,zarya,463.8303781747818,1,0,0.0,Void,5809,4406,Los Angeles Gladiators,GLA,0.4638303781747818,21128,S1W1
107,4644.0,21128.0,1.0,moira,8.574999570846558,1,0,312.56999361515045,Shaz,4644,4406,Los Angeles Gladiators,GLA,0.32114499318599704,21128,S1W1
108,5715.0,21128.0,2.0,ana,70.00000190734863,0,0,0.0,Architect,5715,4404,San Francisco Shock,SFS,0.07000000190734863,21128,S1W1
109,4645.0,21128.0,3.0,sombra,5.906924247741699,0,0,0.0,Hydration,4645,4406,Los Angeles Gladiators,GLA,0.0059069242477417,21128,S1W1
110,4144.0,21128.0,3.0,tracer,5.400000214576721,0,0,0.0,Surefour,4144,4406,Los Angeles Gladiators,GLA,0.005400000214576721,21128,S1W1
111,4644.0,21231.0,4.0,zenyatta,34111.068546295166,11,30,22983.645227909088,Shaz,4644,4406,Los Angeles Gladiators,GLA,72.09471377420425,21231,S1W1
112,4105.0,21231.0,4.0,zenyatta,27205.512476444244,6,37,23248.34003984928,ryujehong,4105,4409,Seoul Dynasty,SEO,68.95385251629352,21231,S1W1
113,8242.0,21231.0,4.0,dva,32319.712545514107,6,50,0.0,Michelle,8242,4409,Seoul Dynasty,SEO,57.31971254551411,21231,S1W1
114,4645.0,21231.0,4.0,brigitte,17543.719360351562,14,34,21499.821922421455,Hydration,4645,4406,Los Angeles Gladiators,GLA,56.04354128277301,21231,S1W1
115,5809.0,21231.0,4.0,dva,38379.12097066641,7,35,0.0,Void,5809,4406,Los Angeles Gladiators,GLA,55.879120970666406,21231,S1W1
116,4631.0,21231.0,2.0,zarya,29309.500212430954,4,44,0.0,Fleta,4631,4409,Seoul Dynasty,SEO,51.309500212430954,21231,S1W1
117,8179.0,21231.0,4.0,lucio,15071.896058321,8,33,16343.87921500206,Jecse,8179,4409,Seoul Dynasty,SEO,47.91577527332306,21231,S1W1
118,4657.0,21231.0,4.0,reinhardt,26804.610679626465,9,41,0.0,Fissure,4657,4409,Seoul Dynasty,SEO,47.304610679626464,21231,S1W1
119,4642.0,21231.0,4.0,brigitte,10906.748623490334,3,42,14156.163450479507,Munchkin,4642,4409,Seoul Dynasty,SEO,46.06291207396984,21231,S1W1
120,4144.0,21231.0,4.0,zarya,34278.34267938137,13,22,0.0,Surefour,4144,4406,Los Angeles Gladiators,GLA,45.27834267938137,21231,S1W1
121,4643.0,21231.0,4.0,lucio,19304.522768497467,13,30,10287.100305914879,BigG00se,4643,4406,Los Angeles Gladiators,GLA,44.59162307441234,21231,S1W1
122,4631.0,21231.0,4.0,zarya,23946.755290329456,5,40,0.0,Fleta,4631,4409,Seoul Dynasty,SEO,43.946755290329456,21231,S1W1
123,4642.0,21231.0,2.0,brigitte,10708.314737319946,3,37,13131.49793601036,Munchkin,4642,4409,Seoul Dynasty,SEO,42.33981267333031,21231,S1W1
124,4657.0,21231.0,2.0,reinhardt,19484.262303113937,3,44,0.0,Fissure,4657,4409,Seoul Dynasty,SEO,41.48426230311394,21231,S1W1
125,8179.0,21231.0,2.0,lucio,10956.198046684265,2,39,7828.762912988663,Jecse,8179,4409,Seoul Dynasty,SEO,38.28496095967293,21231,S1W1
126,4644.0,21231.0,2.0,zenyatta,19655.271273612976,10,8,11922.083567380905,Shaz,4644,4406,Los Angeles Gladiators,GLA,35.57735484099388,21231,S1W1
127,8222.0,21231.0,4.0,reinhardt,22561.191619873047,15,26,0.0,rOar,8222,4406,Los Angeles Gladiators,GLA,35.56119161987304,21231,S1W1
128,4105.0,21231.0,2.0,zenyatta,12336.70581150055,2,22,9706.083590507507,ryujehong,4105,4409,Seoul Dynasty,SEO,33.042789402008054,21231,S1W1
129,4645.0,21231.0,2.0,brigitte,9206.259994506836,10,12,9733.629449129105,Hydration,4645,4406,Los Angeles Gladiators,GLA,24.93988944363594,21231,S1W1
130,4105.0,21231.0,3.0,zenyatta,10306.79960823059,2,10,8803.67247748375,ryujehong,4105,4409,Seoul Dynasty,SEO,24.110472085714342,21231,S1W1
131,4642.0,21231.0,3.0,brigitte,6425.57518863678,3,20,7439.36853992939,Munchkin,4642,4409,Seoul Dynasty,SEO,23.864943728566168,21231,S1W1
132,8242.0,21231.0,2.0,sombra,9732.133864760399,1,25,0.0,Michelle,8242,4409,Seoul Dynasty,SEO,22.2321338647604,21231,S1W1
133,4644.0,21231.0,3.0,zenyatta,11060.493063211441,4,7,6738.380696296692,Shaz,4644,4406,Los Angeles Gladiators,GLA,21.298873759508133,21231,S1W1
134,4643.0,21231.0,2.0,lucio,10088.521832466125,10,11,3981.698915362358,BigG00se,4643,4406,Los Angeles Gladiators,GLA,19.570220747828486,21231,S1W1
135,8222.0,21231.0,2.0,reinhardt,14358.53688621521,11,9,0.0,rOar,8222,4406,Los Angeles Gladiators,GLA,18.858536886215212,21231,S1W1
136,5809.0,21231.0,2.0,zarya,14093.10035213828,6,9,0.0,Void,5809,4406,Los Angeles Gladiators,GLA,18.59310035213828,21231,S1W1
137,8179.0,21231.0,3.0,lucio,4530.9445333480835,1,16,6026.00751721859,Jecse,8179,4409,Seoul Dynasty,SEO,18.55695205056667,21231,S1W1
138,8242.0,21231.0,2.0,dva,8340.392356455326,0,20,0.0,Michelle,8242,4409,Seoul Dynasty,SEO,18.340392356455325,21231,S1W1
139,8222.0,21231.0,1.0,winston,5674.122073292732,2,23,0.0,rOar,8222,4406,Los Angeles Gladiators,GLA,17.174122073292732,21231,S1W1
140,4631.0,21231.0,3.0,zarya,9060.477824866772,3,15,0.0,Fleta,4631,4409,Seoul Dynasty,SEO,16.560477824866773,21231,S1W1
141,8242.0,21231.0,1.0,pharah,11278.336148262024,1,10,0.0,Michelle,8242,4409,Seoul Dynasty,SEO,16.278336148262024,21231,S1W1
142,4657.0,21231.0,3.0,reinhardt,8579.501121997833,3,15,0.0,Fissure,4657,4409,Seoul Dynasty,SEO,16.079501121997833,21231,S1W1
143,4631.0,21231.0,4.0,brigitte,4997.763832092285,4,7,7555.768909931183,Fleta,4631,4409,Seoul Dynasty,SEO,16.053532742023467,21231,S1W1
144,4631.0,21231.0,1.0,ashe,10935.124425172806,3,10,0.0,Fleta,4631,4409,Seoul Dynasty,SEO,15.935124425172805,21231,S1W1
145,4645.0,21231.0,3.0,brigitte,6011.305282592773,5,8,5820.253900170326,Hydration,4645,4406,Los Angeles Gladiators,GLA,15.831559182763097,21231,S1W1
146,4642.0,21231.0,4.0,zarya,11645.363871455193,2,7,0.0,Munchkin,4642,4409,Seoul Dynasty,SEO,15.145363871455192,21231,S1W1
147,4645.0,21231.0,1.0,brigitte,4221.90002155304,2,9,6332.304484605789,Hydration,4645,4406,Los Angeles Gladiators,GLA,15.054204506158829,21231,S1W1
148,4105.0,21231.0,2.0,ana,2457.035976409912,0,12,6093.528815746307,ryujehong,4105,4409,Seoul Dynasty,SEO,14.55056479215622,21231,S1W1
149,4144.0,21231.0,3.0,zarya,10794.402966737747,4,7,0.0,Surefour,4144,4406,Los Angeles Gladiators,GLA,14.294402966737747,21231,S1W1
150,8242.0,21231.0,3.0,dva,5788.85874697566,0,17,0.0,Michelle,8242,4409,Seoul Dynasty,SEO,14.28885874697566,21231,S1W1
151,5809.0,21231.0,3.0,dva,10239.542476087809,3,8,0.0,Void,5809,4406,Los Angeles Gladiators,GLA,14.23954247608781,21231,S1W1
152,4643.0,21231.0,1.0,lucio,3670.9748096466064,6,14,3013.942759990692,BigG00se,4643,4406,Los Angeles Gladiators,GLA,13.6849175696373,21231,S1W1
153,4144.0,21231.0,1.0,sombra,5024.911787748337,0,17,131.03273010253906,Surefour,4144,4406,Los Angeles Gladiators,GLA,13.655944517850877,21231,S1W1
154,5809.0,21231.0,1.0,dva,4363.264693260193,2,17,0.0,Void,5809,4406,Los Angeles Gladiators,GLA,12.863264693260193,21231,S1W1
155,4644.0,21231.0,1.0,zenyatta,4128.1284103393555,1,7,5189.055925965309,Shaz,4644,4406,Los Angeles Gladiators,GLA,12.817184336304665,21231,S1W1
156,4643.0,21231.0,3.0,lucio,5189.99667930603,4,8,2567.0058521032333,BigG00se,4643,4406,Los Angeles Gladiators,GLA,11.757002531409263,21231,S1W1
157,4144.0,21231.0,2.0,sombra,8947.705436706543,4,3,23.900405883789062,Surefour,4144,4406,Los Angeles Gladiators,GLA,10.471605842590334,21231,S1W1
158,4645.0,21231.0,4.0,pharah,8220.807903289795,1,2,0.0,Hydration,4645,4406,Los Angeles Gladiators,GLA,9.220807903289796,21231,S1W1
159,4642.0,21231.0,1.0,hanzo,5513.497235238552,4,6,0.0,Munchkin,4642,4409,Seoul Dynasty,SEO,8.513497235238553,21231,S1W1
160,8222.0,21231.0,3.0,winston,4842.817248165607,2,6,0.0,rOar,8222,4406,Los Angeles Gladiators,GLA,7.842817248165607,21231,S1W1
161,4144.0,21231.0,2.0,zarya,5040.061885774136,4,5,0.0,Surefour,4144,4406,Los Angeles Gladiators,GLA,7.5400618857741355,21231,S1W1
162,4631.0,21231.0,4.0,ashe,3903.5396847724915,1,7,0.0,Fleta,4631,4409,Seoul Dynasty,SEO,7.4035396847724915,21231,S1W1
163,4144.0,21231.0,4.0,hanzo,5882.696273803711,1,3,0.0,Surefour,4144,4406,Los Angeles Gladiators,GLA,7.3826962738037105,21231,S1W1
164,8242.0,21231.0,4.0,pharah,4698.008790969849,0,5,0.0,Michelle,8242,4409,Seoul Dynasty,SEO,7.1980087909698485,21231,S1W1
165,8242.0,21231.0,3.0,reaper,3761.9507888555527,1,6,298.67438304424286,Michelle,8242,4409,Seoul Dynasty,SEO,7.060625171899795,21231,S1W1
166,4105.0,21231.0,1.0,ana,1949.472683429718,3,4,3084.1463215351105,ryujehong,4105,4409,Seoul Dynasty,SEO,7.033619004964828,21231,S1W1
167,4644.0,21231.0,1.0,moira,652.1209561824799,1,8,2192.727397084236,Shaz,4644,4406,Los Angeles Gladiators,GLA,6.844848353266716,21231,S1W1
168,4105.0,21231.0,4.0,bastion,3922.5250120162964,1,4,853.8376138210297,ryujehong,4105,4409,Seoul Dynasty,SEO,6.776362625837326,21231,S1W1
169,4144.0,21231.0,2.0,symmetra,4820.070297777653,1,3,0.0,Surefour,4144,4406,Los Angeles Gladiators,GLA,6.320070297777653,21231,S1W1
170,5809.0,21231.0,2.0,dva,3643.2159345149994,1,4,0.0,Void,5809,4406,Los Angeles Gladiators,GLA,5.643215934514999,21231,S1W1
171,8222.0,21231.0,3.0,reinhardt,4490.012710571289,4,2,0.0,rOar,8222,4406,Los Angeles Gladiators,GLA,5.490012710571289,21231,S1W1
172,4642.0,21231.0,4.0,tracer,3865.119566142559,3,3,0.0,Munchkin,4642,4409,Seoul Dynasty,SEO,5.365119566142559,21231,S1W1
